"SYSTEM", "1", "SYSTEM", "System Start", ""
"Thread-4", "286", "ReadersWriters.java:136", "Method Entered", ""
"Thread-3", "287", "ReadersWriters.java:136", "Variable Write", "context=Reader:4#run:4, i=0"
"Thread-3", "288", "ReadersWriters.java:139", "Line Step", "file=ReadersWriters.java, line=139"
"Thread-2", "289", "ReadersWriters.java:139", "Field Read", "context=Reader:3, d"
"Thread-1", "290", "ReadersWriters.java:139", "Method Call", "caller=Reader:2#run:2, target=Database:1#request_read:2"
"Thread-1", "291", "ReadersWriters.java:48", "Method Entered", ""
"Thread-1", "292", "ReadersWriters.java:50", "Line Step", "file=ReadersWriters.java, line=50"
"Thread-0", "293", "ReadersWriters.java:50", "Field Read", "context=Database:1, s1"
"Thread-5", "294", "ReadersWriters.java:86", "Field Read", "context=Database:1, r"
"main", "295", "ReadersWriters.java:31", "Line Step", "file=ReadersWriters.java, line=31"
"Thread-7", "296", "SYSTEM", "Thread Start", "Thread-7 (58)"
"Thread-7", "297", "ReadersWriters.java:157", "Method Call", "caller=SYSTEM, target=Writer:3#run:3"
"Thread-7", "298", "ReadersWriters.java:156", "Method Entered", ""
"Thread-4", "299", "ReadersWriters.java:136", "Variable Write", "context=Reader:5#run:5, i=0"
"Thread-4", "300", "ReadersWriters.java:139", "Line Step", "file=ReadersWriters.java, line=139"
"Thread-3", "301", "ReadersWriters.java:139", "Field Read", "context=Reader:4, d"
"Thread-2", "302", "ReadersWriters.java:139", "Method Call", "caller=Reader:3#run:3, target=Database:1#request_read:3"
"Thread-2", "303", "ReadersWriters.java:48", "Method Entered", ""
"Thread-2", "304", "ReadersWriters.java:50", "Line Step", "file=ReadersWriters.java, line=50"
"Thread-1", "305", "ReadersWriters.java:50", "Field Read", "context=Database:1, s1"
"Thread-5", "306", "ReadersWriters.java:86", "Field Read", "context=Database:1, w"
"main", "307", "ReadersWriters.java:32", "Line Step", "file=ReadersWriters.java, line=32"
"Thread-8", "308", "SYSTEM", "Thread Start", "Thread-8 (59)"
"Thread-8", "309", "ReadersWriters.java:157", "Method Call", "caller=SYSTEM, target=Writer:4#run:4"
"Thread-8", "310", "ReadersWriters.java:156", "Method Entered", ""
"Thread-7", "311", "ReadersWriters.java:156", "Variable Write", "context=Writer:3#run:3, i=0"
"Thread-7", "312", "ReadersWriters.java:158", "Line Step", "file=ReadersWriters.java, line=158"
"Thread-4", "313", "ReadersWriters.java:139", "Field Read", "context=Reader:5, d"
"Thread-3", "314", "ReadersWriters.java:139", "Method Call", "caller=Reader:4#run:4, target=Database:1#request_read:4"
"Thread-3", "315", "ReadersWriters.java:48", "Method Entered", ""
"Thread-3", "316", "ReadersWriters.java:50", "Line Step", "file=ReadersWriters.java, line=50"
"Thread-2", "317", "ReadersWriters.java:50", "Field Read", "context=Database:1, s1"
"Thread-5", "318", "ReadersWriters.java:93", "Line Step", "file=ReadersWriters.java, line=93"
"main", "319", "ReadersWriters.java:34", "Line Step", "file=ReadersWriters.java, line=34"
"Thread-9", "320", "SYSTEM", "Thread Start", "Thread-9 (60)"
"Thread-9", "321", "ReadersWriters.java:157", "Method Call", "caller=SYSTEM, target=Writer:5#run:5"
"Thread-9", "322", "ReadersWriters.java:156", "Method Entered", ""
"Thread-8", "323", "ReadersWriters.java:156", "Variable Write", "context=Writer:4#run:4, i=0"
"Thread-8", "324", "ReadersWriters.java:158", "Line Step", "file=ReadersWriters.java, line=158"
"Thread-7", "325", "ReadersWriters.java:158", "Field Read", "context=Writer:3, d"
"Thread-4", "326", "ReadersWriters.java:139", "Method Call", "caller=Reader:5#run:5, target=Database:1#request_read:5"
"Thread-4", "327", "ReadersWriters.java:48", "Method Entered", ""
"Thread-4", "328", "ReadersWriters.java:50", "Line Step", "file=ReadersWriters.java, line=50"
"Thread-3", "329", "ReadersWriters.java:50", "Field Read", "context=Database:1, s1"
"Thread-5", "330", "ReadersWriters.java:93", "Field Write", "context=Database:1, w=1"
"main", "331", "ReadersWriters.java:34", "Method Exit", "returner=ReadersWriters#main:1, value=<void>"
"Thread-9", "332", "ReadersWriters.java:156", "Variable Write", "context=Writer:5#run:5, i=0"
"Thread-9", "333", "ReadersWriters.java:158", "Line Step", "file=ReadersWriters.java, line=158"
"Thread-8", "334", "ReadersWriters.java:158", "Field Read", "context=Writer:4, d"
"Thread-7", "335", "ReadersWriters.java:158", "Method Call", "caller=Writer:3#run:3, target=Database:1#request_write:3"
"Thread-7", "336", "ReadersWriters.java:83", "Method Entered", ""
"Thread-7", "337", "ReadersWriters.java:85", "Line Step", "file=ReadersWriters.java, line=85"
"Thread-4", "338", "ReadersWriters.java:50", "Field Read", "context=Database:1, s1"
"Thread-5", "339", "ReadersWriters.java:94", "Line Step", "file=ReadersWriters.java, line=94"
"main", "340", "ReadersWriters.java:8", "Method Returned", ""
"main", "341", "SYSTEM", "Thread End", ""
"Thread-9", "342", "ReadersWriters.java:158", "Field Read", "context=Writer:5, d"
"Thread-8", "343", "ReadersWriters.java:158", "Method Call", "caller=Writer:4#run:4, target=Database:1#request_write:4"
"Thread-8", "344", "ReadersWriters.java:83", "Method Entered", ""
"Thread-8", "345", "ReadersWriters.java:85", "Line Step", "file=ReadersWriters.java, line=85"
"Thread-7", "346", "ReadersWriters.java:85", "Field Read", "context=Database:1, s1"
"Thread-5", "347", "ReadersWriters.java:94", "Field Read", "context=Database:1, s1"
"Thread-9", "348", "ReadersWriters.java:158", "Method Call", "caller=Writer:5#run:5, target=Database:1#request_write:5"
"Thread-9", "349", "ReadersWriters.java:83", "Method Entered", ""
"Thread-9", "350", "ReadersWriters.java:85", "Line Step", "file=ReadersWriters.java, line=85"
"Thread-8", "351", "ReadersWriters.java:85", "Field Read", "context=Database:1, s1"
"Thread-9", "352", "ReadersWriters.java:85", "Field Read", "context=Database:1, s1"
"Thread-5", "353", "ReadersWriters.java:95", "Line Step", "file=ReadersWriters.java, line=95"
"Thread-6", "354", "ReadersWriters.java:86", "Line Step", "file=ReadersWriters.java, line=86"
"Thread-5", "355", "ReadersWriters.java:98", "Line Step", "file=ReadersWriters.java, line=98"
"Thread-6", "356", "ReadersWriters.java:86", "Field Read", "context=Database:1, r"
"Thread-5", "357", "ReadersWriters.java:98", "Method Exit", "returner=Database:1#request_write:1, value=<void>"
"Thread-6", "358", "ReadersWriters.java:86", "Field Read", "context=Database:1, w"
"Thread-5", "359", "ReadersWriters.java:158", "Method Returned", ""
"Thread-5", "360", "ReadersWriters.java:159", "Line Step", "file=ReadersWriters.java, line=159"
"Thread-6", "361", "ReadersWriters.java:87", "Line Step", "file=ReadersWriters.java, line=87"
"Thread-5", "362", "ReadersWriters.java:159", "Field Read", "context=Writer:1, d"
"Thread-6", "363", "ReadersWriters.java:87", "Field Read", "context=Database:1, ww"
"Thread-5", "364", "ReadersWriters.java:159", "Field Read", "context=Writer:1, x"
"Thread-6", "365", "ReadersWriters.java:87", "Field Write", "context=Database:1, ww=1"
"Thread-5", "366", "ReadersWriters.java:159", "Method Call", "caller=Writer:1#run:1, target=Database:1#write:1"
"Thread-5", "367", "ReadersWriters.java:124", "Method Entered", ""
"Thread-5", "368", "ReadersWriters.java:124", "Variable Write", "context=Database:1#write:1, x=1"
"Thread-5", "369", "ReadersWriters.java:125", "Line Step", "file=ReadersWriters.java, line=125"
"Thread-6", "370", "ReadersWriters.java:88", "Line Step", "file=ReadersWriters.java, line=88"
"Thread-5", "371", "ReadersWriters.java:125", "Field Read", "context=Database:1, data"
"Thread-6", "372", "ReadersWriters.java:88", "Field Read", "context=Database:1, s1"
"Thread-5", "373", "ReadersWriters.java:125", "Field Write", "context=Database:1, data=1"
"Thread-6", "374", "ReadersWriters.java:89", "Line Step", "file=ReadersWriters.java, line=89"
"Thread-5", "375", "ReadersWriters.java:126", "Line Step", "file=ReadersWriters.java, line=126"
"Thread-0", "376", "ReadersWriters.java:51", "Line Step", "file=ReadersWriters.java, line=51"
"Thread-6", "377", "ReadersWriters.java:89", "Field Read", "context=Database:1, s2_w"
"Thread-5", "378", "ReadersWriters.java:126", "Method Exit", "returner=Database:1#write:1, value=<void>"
"Thread-0", "379", "ReadersWriters.java:51", "Field Read", "context=Database:1, w"
"Thread-5", "380", "ReadersWriters.java:159", "Method Returned", ""
"Thread-5", "381", "ReadersWriters.java:160", "Line Step", "file=ReadersWriters.java, line=160"
"Thread-0", "382", "ReadersWriters.java:52", "Line Step", "file=ReadersWriters.java, line=52"
"Thread-0", "383", "ReadersWriters.java:52", "Field Read", "context=Database:1, wr"
"Thread-0", "384", "ReadersWriters.java:52", "Field Write", "context=Database:1, wr=1"
"Thread-0", "385", "ReadersWriters.java:53", "Line Step", "file=ReadersWriters.java, line=53"
"Thread-0", "386", "ReadersWriters.java:53", "Field Read", "context=Database:1, s1"
"Thread-0", "387", "ReadersWriters.java:54", "Line Step", "file=ReadersWriters.java, line=54"
"Thread-1", "388", "ReadersWriters.java:51", "Line Step", "file=ReadersWriters.java, line=51"
"Thread-0", "389", "ReadersWriters.java:54", "Field Read", "context=Database:1, s2_r"
"Thread-1", "390", "ReadersWriters.java:51", "Field Read", "context=Database:1, w"
"Thread-1", "391", "ReadersWriters.java:52", "Line Step", "file=ReadersWriters.java, line=52"
"Thread-1", "392", "ReadersWriters.java:52", "Field Read", "context=Database:1, wr"
"Thread-1", "393", "ReadersWriters.java:52", "Field Write", "context=Database:1, wr=2"
"Thread-1", "394", "ReadersWriters.java:53", "Line Step", "file=ReadersWriters.java, line=53"
"Thread-1", "395", "ReadersWriters.java:53", "Field Read", "context=Database:1, s1"
"Thread-1", "396", "ReadersWriters.java:54", "Line Step", "file=ReadersWriters.java, line=54"
"Thread-2", "397", "ReadersWriters.java:51", "Line Step", "file=ReadersWriters.java, line=51"
"Thread-1", "398", "ReadersWriters.java:54", "Field Read", "context=Database:1, s2_r"
"Thread-2", "399", "ReadersWriters.java:51", "Field Read", "context=Database:1, w"
"Thread-2", "400", "ReadersWriters.java:52", "Line Step", "file=ReadersWriters.java, line=52"
"Thread-2", "401", "ReadersWriters.java:52", "Field Read", "context=Database:1, wr"
"Thread-2", "402", "ReadersWriters.java:52", "Field Write", "context=Database:1, wr=3"
"Thread-2", "403", "ReadersWriters.java:53", "Line Step", "file=ReadersWriters.java, line=53"
"Thread-2", "404", "ReadersWriters.java:53", "Field Read", "context=Database:1, s1"
"Thread-2", "405", "ReadersWriters.java:54", "Line Step", "file=ReadersWriters.java, line=54"
"Thread-3", "406", "ReadersWriters.java:51", "Line Step", "file=ReadersWriters.java, line=51"
"Thread-2", "407", "ReadersWriters.java:54", "Field Read", "context=Database:1, s2_r"
"Thread-3", "408", "ReadersWriters.java:51", "Field Read", "context=Database:1, w"
"Thread-3", "409", "ReadersWriters.java:52", "Line Step", "file=ReadersWriters.java, line=52"
"Thread-3", "410", "ReadersWriters.java:52", "Field Read", "context=Database:1, wr"
"Thread-3", "411", "ReadersWriters.java:52", "Field Write", "context=Database:1, wr=4"
"Thread-3", "412", "ReadersWriters.java:53", "Line Step", "file=ReadersWriters.java, line=53"
"Thread-3", "413", "ReadersWriters.java:53", "Field Read", "context=Database:1, s1"
"Thread-3", "414", "ReadersWriters.java:54", "Line Step", "file=ReadersWriters.java, line=54"
"Thread-4", "415", "ReadersWriters.java:51", "Line Step", "file=ReadersWriters.java, line=51"
"Thread-3", "416", "ReadersWriters.java:54", "Field Read", "context=Database:1, s2_r"
"Thread-4", "417", "ReadersWriters.java:51", "Field Read", "context=Database:1, w"
"Thread-4", "418", "ReadersWriters.java:52", "Line Step", "file=ReadersWriters.java, line=52"
"Thread-4", "419", "ReadersWriters.java:52", "Field Read", "context=Database:1, wr"
"Thread-4", "420", "ReadersWriters.java:52", "Field Write", "context=Database:1, wr=5"
"Thread-4", "421", "ReadersWriters.java:53", "Line Step", "file=ReadersWriters.java, line=53"
"Thread-4", "422", "ReadersWriters.java:53", "Field Read", "context=Database:1, s1"
"Thread-4", "423", "ReadersWriters.java:54", "Line Step", "file=ReadersWriters.java, line=54"
"Thread-7", "424", "ReadersWriters.java:86", "Line Step", "file=ReadersWriters.java, line=86"
"Thread-4", "425", "ReadersWriters.java:54", "Field Read", "context=Database:1, s2_r"
"Thread-7", "426", "ReadersWriters.java:86", "Field Read", "context=Database:1, r"
"Thread-7", "427", "ReadersWriters.java:86", "Field Read", "context=Database:1, w"
"Thread-7", "428", "ReadersWriters.java:87", "Line Step", "file=ReadersWriters.java, line=87"
"Thread-7", "429", "ReadersWriters.java:87", "Field Read", "context=Database:1, ww"
"Thread-7", "430", "ReadersWriters.java:87", "Field Write", "context=Database:1, ww=2"
"Thread-7", "431", "ReadersWriters.java:88", "Line Step", "file=ReadersWriters.java, line=88"
"Thread-7", "432", "ReadersWriters.java:88", "Field Read", "context=Database:1, s1"
"Thread-7", "433", "ReadersWriters.java:89", "Line Step", "file=ReadersWriters.java, line=89"
"Thread-8", "434", "ReadersWriters.java:86", "Line Step", "file=ReadersWriters.java, line=86"
"Thread-7", "435", "ReadersWriters.java:89", "Field Read", "context=Database:1, s2_w"
"Thread-8", "436", "ReadersWriters.java:86", "Field Read", "context=Database:1, r"
"Thread-8", "437", "ReadersWriters.java:86", "Field Read", "context=Database:1, w"
"Thread-8", "438", "ReadersWriters.java:87", "Line Step", "file=ReadersWriters.java, line=87"
"Thread-8", "439", "ReadersWriters.java:87", "Field Read", "context=Database:1, ww"
"Thread-8", "440", "ReadersWriters.java:87", "Field Write", "context=Database:1, ww=3"
"Thread-8", "441", "ReadersWriters.java:88", "Line Step", "file=ReadersWriters.java, line=88"
"Thread-8", "442", "ReadersWriters.java:88", "Field Read", "context=Database:1, s1"
"Thread-8", "443", "ReadersWriters.java:89", "Line Step", "file=ReadersWriters.java, line=89"
"Thread-9", "444", "ReadersWriters.java:86", "Line Step", "file=ReadersWriters.java, line=86"
"Thread-8", "445", "ReadersWriters.java:89", "Field Read", "context=Database:1, s2_w"
"Thread-9", "446", "ReadersWriters.java:86", "Field Read", "context=Database:1, r"
"Thread-9", "447", "ReadersWriters.java:86", "Field Read", "context=Database:1, w"
"Thread-9", "448", "ReadersWriters.java:87", "Line Step", "file=ReadersWriters.java, line=87"
"Thread-9", "449", "ReadersWriters.java:87", "Field Read", "context=Database:1, ww"
"Thread-9", "450", "ReadersWriters.java:87", "Field Write", "context=Database:1, ww=4"
"Thread-9", "451", "ReadersWriters.java:88", "Line Step", "file=ReadersWriters.java, line=88"
"Thread-9", "452", "ReadersWriters.java:88", "Field Read", "context=Database:1, s1"
"Thread-9", "453", "ReadersWriters.java:89", "Line Step", "file=ReadersWriters.java, line=89"
"Thread-9", "454", "ReadersWriters.java:89", "Field Read", "context=Database:1, s2_w"
"Thread-5", "455", "ReadersWriters.java:162", "Line Step", "file=ReadersWriters.java, line=162"
"Thread-5", "456", "ReadersWriters.java:162", "Field Read", "context=Writer:1, d"
"Thread-5", "457", "ReadersWriters.java:162", "Method Call", "caller=Writer:1#run:1, target=Database:1#done_write:1"
"Thread-5", "458", "ReadersWriters.java:100", "Method Entered", ""
"Thread-5", "459", "ReadersWriters.java:102", "Line Step", "file=ReadersWriters.java, line=102"
"Thread-5", "460", "ReadersWriters.java:102", "Field Read", "context=Database:1, s1"
"Thread-5", "461", "ReadersWriters.java:103", "Line Step", "file=ReadersWriters.java, line=103"
"Thread-5", "462", "ReadersWriters.java:103", "Field Write", "context=Database:1, w=0"
"Thread-5", "463", "ReadersWriters.java:104", "Line Step", "file=ReadersWriters.java, line=104"
"Thread-5", "464", "ReadersWriters.java:104", "Field Read", "context=Database:1, ww"
"Thread-5", "465", "ReadersWriters.java:105", "Line Step", "file=ReadersWriters.java, line=105"
"Thread-5", "466", "ReadersWriters.java:105", "Field Read", "context=Database:1, s2_w"
"Thread-5", "467", "ReadersWriters.java:106", "Line Step", "file=ReadersWriters.java, line=106"
"Thread-5", "468", "ReadersWriters.java:106", "Field Read", "context=Database:1, s2_w"
"Thread-5", "469", "ReadersWriters.java:105", "Line Step", "file=ReadersWriters.java, line=105"
"Thread-6", "470", "ReadersWriters.java:90", "Line Step", "file=ReadersWriters.java, line=90"
"Thread-5", "471", "ReadersWriters.java:105", "Field Read", "context=Database:1, s2_w"
"Thread-6", "472", "ReadersWriters.java:90", "Field Read", "context=Database:1, s1"
"Thread-5", "473", "ReadersWriters.java:106", "Line Step", "file=ReadersWriters.java, line=106"
"Thread-5", "474", "ReadersWriters.java:106", "Field Read", "context=Database:1, s2_w"
"Thread-5", "475", "ReadersWriters.java:105", "Line Step", "file=ReadersWriters.java, line=105"
"Thread-7", "476", "ReadersWriters.java:90", "Line Step", "file=ReadersWriters.java, line=90"
"Thread-5", "477", "ReadersWriters.java:105", "Field Read", "context=Database:1, s2_w"
"Thread-7", "478", "ReadersWriters.java:90", "Field Read", "context=Database:1, s1"
"Thread-5", "479", "ReadersWriters.java:106", "Line Step", "file=ReadersWriters.java, line=106"
